name,website,address,phone,category,rating,reviews_count
Hampstead Skin Clinic,http://www.hampsteadskin.com/,"180 Finchley Rd, London NW3 6BP, United Kingdom",,Medical spa,,
Hannah Knight,http://www.hannahjknight.com/,"Upper St, London N1 2UQ, United Kingdom",+442034902643,Nutritionist,5,
Happy Body,https://www.happy-body.co.uk/,"30 Coleman Fields, London N1 7BY, United Kingdom",,Nutritionist,5,
Happy Healthy Holistic,http://www.happyhealthyholistic.com/,"Blue House Yard, 5 River Park Rd, London N22 7TB, United Kingdom",02071752777,Medical clinic,5,
Harley City Clinic,https://harleycityclinic.com/,"66 Harley St, London W1G 7HD, United Kingdom",+442070825866,Medical clinic,5,
Harley dietitians,http://www.harleydietitians.co.uk/,"10 Harley St, Greater, London W1G 9PF",02072990378,Nutritionist,4.9,
Harley E N T Practice,http://harleyent.com/,"120 Harley St, London W1G 7JW, United Kingdom",+442079358442,Medical clinic,,
Harley Street Alopecia areata Treatment Clinic,http://www.alopeciaareatatreatment.co.uk/,"10 Harley St, London W1G 9PF",02074671516,Lægehus,5,
Harley Street Audiovestibular Clinic,http://www.harleyavm.com/,"86 Harley St, London W1G 7HP, United Kingdom",+442034809630,Medical clinic,5,
Harley Street Check-Ups - Private Health Screenings,https://harleystreetcheckups.co.uk/,"58 Harley St, London W1G 9QB, United Kingdom",+442075803145,Medical Center,,
Harley Street Fertility Clinic,https://hsfc.org.uk/,"134 Harley St, London W1G 7JY, United Kingdom",+442074366838,Fertility clinic,4,
Harley Street Hair Transplant Clinics London,https://www.harleystreethairtransplant.co.uk/,"1-7 Harley St, London W1G 9QD, United Kingdom",+442030262532,Hair transplantation clinic,4.9,
Harley Street Healthcare - Hair Transplant Clinics,https://hair-transplant-clinics.co.uk/,"285-287 Gray's Inn Rd, London WC1X 8QF, United Kingdom",+442074014238,Clínica de trasplante capilar,4.1,
Harley Street Healthcare - Hair Transplant Clinics,https://hair-transplant-clinics.co.uk/,"1 Mayfair Pl, London W1J 8AJ, United Kingdom",02070303364,Haartransplantationsklinik,3.8,
Harley Street Healthcare Clinic 104,http://www.harleystreet104.com/,"Consulting Rooms, 104 Harley St, London W1G 7JD, United Kingdom",+442079356554,Medical clinic,4.1,
Harley Street Injectables,https://www.harleystreetinjectables.com/,"106 Harley St, London W1G 7JE, United Kingdom",+443455485658,Medical clinic,4.9,
Harley Street Medical,https://harleystreetmedical.co.uk/,"104 Harley St, London W1G 7JD, United Kingdom",+442073108458,Medical Center,4.4,
Harley Street Medics,https://harleystreetmedics.clinic/,"1-5 Portpool Ln, London EC1N 7UU, United Kingdom",+442045366000,Dermatolog,4.7,
Harley Street Prestige Medical,https://harleystreetprestigemedical.com/,"104 Harley St, London W1G 7JD, United Kingdom",02071835070,Dermatologist,4.8,
Harley Street Weight Loss Clinic,https://www.howtoloseweight.global/,"10 Harley St, London W1G 9PF, United Kingdom",+443337721778,Health consultant,5,
Harley Vision,https://harleyvision.com/,"153-173 Marylebone Rd, London NW1 5QH, United Kingdom",+442070303181,Eye care center,4.7,
Harley Vision,https://harleyvision.com/,"Harley Vision, 60 Grove End Rd, London NW8 9NH, United Kingdom",+442070303181,Ophthalmology clinic,4.2,
Harmony Medical Clinic in Wood Green,http://www.harmonymedicaldietclinic.co.uk/,"Express Pharmacy, 214 High Rd, London N22 8HH, United Kingdom",07973641649,Weight loss service,5,
Harpal Clinic London,https://www.harpalclinic.co.uk/,"4 Burgon St, London EC4V 5DR, United Kingdom",+442070965475,Medical clinic,4.7,
Harrow Foot Health Clinic,https://bsobso4484.wixsite.com/harrow-foot-health-c,"14 Eastcote Ln, South Harrow, Harrow HA2 8BP, United Kingdom",+442084221411,Trung tâm y tế,5,
Hawstead Road Contraception & Sexual Health Clinic,https://www.lewishamandgreenwich.nhs.uk/sexual-health/,"1ST FLOOR, The Primary Care Centre, Hawstead Rd, London SE6 4JH, United Kingdom",+442030493500,Reproductive health clinic,4.5,
HEADZ Hair Fixing Studio - UK (Uxbridge),https://headzhairfixing.com/,"159 Ryefield Ave, Uxbridge UB10 9DA, United Kingdom",+447507635727,Hair replacement service,5,
Health by Serena,https://healthbyserena.com/,"1 Parkside Ave, London SW19 5ES, United Kingdom",+447977298648,Nutritionist,5,
Health Clinic,http://liu.chinesetuina.co.uk/,"9 Baron's Ct Rd, London W14 9DP, United Kingdom",,Clínica de acupuntura,4.4,
Health Mapping Clinic,https://www.healthmappingclinic.com/,"16 Crucifix Ln, London SE1 3JU, United Kingdom",,Medical clinic,5,
Health Zone Shop & Clinic,http://www.healthzoneuk.com/,"30 Wimbledon Hill Rd, London SW19 7PA, United Kingdom",+442089441133,Health food store,4.2,
health.miro - Longevity Clinic,https://healthmiro.com/,"220C Blythe Rd, London W14 0HH, United Kingdom",+447418610102,Medical Center,5,
HealthMint Medical Centre Croydon,https://healthmint.com.au/,"Shop MMO3, 5-15 Kent Ave, Croydon VIC 3136, Úc",+61387770666,Trung tâm y tế,4.8,
HealthX FUE Hair Transplant Surgeon,https://londona.hairharmonyhome.com/,"360A Malden Rd, Worcester Park KT4 7NW",,,,
Healthy Mays,http://www.healthymays.com/,"Shore Rd, London E9 7TA, United Kingdom",+447956187905,Nutritionist,5,
Heartsure - Weight Management Clinic,https://www.heartsure.co.uk/weight,"1 Brunswick Rd, Kingston upon Thames KT2 6SB, United Kingdom",+442082555999,Dịch vụ giảm cân,5,
Heathrow Medical Centre,http://www.heathrowmedicalcentre.nhs.uk/,"1 St Peters Wy., Harlington, Hayes UB3 5AB, United Kingdom",+442087541555,Medical Center,4.3,
Heathway Medical Centre,https://heathwaymedicalcentre.com/,"Broad Street Resource Centre, Morland Rd, Dagenham RM10 9HU, United Kingdom",+442085921771,Bác sĩ thực hành tại nhà,4.2,
"HEGY WALK-IN CLINIC,Private Prescription,Travel Health,Weight Loss,Hair Loss,Skin tags,IV and Injections,Bloods.",https://www.hegy.uk/,"143 High St., London E11 2RL, United Kingdom",+442036499338,Walk-in clinic,4.5,
HERASKN Clinic,http://www.herasknclinic.com/,"7 Peto St N, London E16 1DP, United Kingdom",+447762174459,Medical spa,5,
HerBloom Health Clinic,https://www.herbloomhealthclinic.co.uk/,"Foundry, FaceUp Skin Studio, 5 Forest Rd, London E17 6ZJ, United Kingdom",,Health consultant,5,
Herts & Essex Fertility Centre,http://hertsandessexfertility.com/,"Bishops College, Churchgate, Cheshunt, Waltham Cross EN8 9XP, United Kingdom",+441992785060,Fertility clinic,4.1,
Hex Personal Training,http://hexlife.co.uk/,"371 Clapham Rd, London SW9 9BT, United Kingdom",+447403539996,Weight loss service,5,
Highgate Dermatology,http://www.highgatedermatology.com/,"17-19 View Rd, London N6 4DJ, United Kingdom",+447760572111,Dermatologist,5,
Highgate Hormone Clinic,https://www.topdoctors.co.uk/centre/highgate-hormone-clinic,"17-19 View Rd, London N6 4DJ, United Kingdom",+442081522812,Women's health clinic,,
Highgate Sports Medicine | LBSM Group,https://lbsm.co.uk/locations/highgate/,"17-19 View Rd, London N6 4DJ, United Kingdom",+442072947671,Klinik med speciale i sportsmedicin,4.9,
Hillingdon Sexual Health,https://www.hillingdon.gov.uk/article/3952/Sexual-health,"Grange Rd, Hayes UB3 2RR, United Kingdom",+442084532751,Medical clinic,3,
Hilly Fields Medical Centre,http://www.hillyfields.com/,"172 Adelaide Ave, London SE4 1JN, United Kingdom",+442083145552,Trung tâm y tế,1.9,
HLC Hair Loss Clinics,http://www.hairlosstreatmentclinics.co.uk/,"55 St John St, London EC1M 4AN, United Kingdom",+442080999837,Hair transplantation clinic,4.4,
HMC Health,https://hmchealthhounslow.co.uk/,"92 Bath Rd, Hounslow TW3 3LN, United Kingdom",+442081040810,Medical clinic,1.8,
Holly Healthcare Herbal medicine and Nutritional Therapy,http://www.hollyhealthcare.co.uk/,"Conical Cor, Enfield EN2 6SL, United Kingdom",+447949463288,Weight loss service,5,
Holly Road Medical Centre,https://www.hollyroadmedicalcentre.nhs.uk/,"2A Holly Rd, Chiswick, London W4 1NU, United Kingdom",+442086301717,Trung tâm y tế,4.3,
Holly Sports Medicine,https://lbsm.co.uk/locations/holly-sports-medicine/,"High Rd, Buckhurst Hill IG9 5HX, United Kingdom",+442072947671,Clínica de medicina deportiva,,
Homerton Fertility Centre,https://www.homerton.nhs.uk/fertility-centre,"Homerton University Hospital, Homerton Row, London E9 6SR، United Kingdom",+442085107660,Fertility clinic,2.2,
Homerton Slimming World,https://www.slimmingworld.co.uk/group/562931,"HBC Community Centre, Daley St, London E9 6HP, United Kingdom",+447943959192,Weight loss service,,
Hormone and mind balance,http://www.hormonesegyensuly.hu/,"261A /+ online, 261A Coombe Ln, West Wimbledon, London SW20 0RH, United Kingdom",+36203450900,Profesional de medicina alternativa,5,
Hormone Health,https://hormonehealth.co.uk/,"1 Welbeck St, London W1G 0AR, United Kingdom",+448081961901,Women's health clinic,3.5,
Hormones And You,http://hormonesandyou.com/,"UK Business & Technical Park, Londoneast, Yew Tree Ave, Dagenham RM10 7FN, United Kingdom",,İlaç Şirketi,4.3,
Hormones In Harmony,http://www.hormonesinharmony.co.uk/,"16 Windsor St, Uxbridge UB8 1AB",07983704882,Nutriționist,,
Hounslow Medical Centre,http://www.hounslowmedicalcentre.co.uk/,"Medical Centre, 134 Bath Rd, Hounslow TW3 3ET, United Kingdom",02086301011,Medical clinic,2.6,
HP Dermatology Centre,http://www.hpdermatology.co.uk/,"20 Riverside Rd, London N15 6DA, United Kingdom",+447799557403,Dermatologist,5,
HP Dermatology Centre,http://www.hpdermatology.co.uk/,"HPDC (Door Bell, 22 Hatton Garden, London EC1N 8BA, United Kingdom",+442081443773,Dermatologist,4.3,
HP Dermatology Centre - WW Healthcare Clinic,https://www.hpdermatology.co.uk/,"7 Castlewood Rd, London N16 6DS, United Kingdom",+447799557403,Dermatologist,4.5,
HS Hair Clinic,https://www.hshairclinic.co.uk/,"75 Wimpole St, London W1G 9RS, United Kingdom",+448000076010,Hair transplantation clinic,4.6,
HSA Dermal Clinic,https://www.hsadermalclinic.co.uk/,"3 Paradise Rd, Richmond TW9 1RX, United Kingdom",+442080900880,Medical spa,4.9,
HUM2N | Longevity clinic London,http://www.hum2n.com/,"35 Ixworth Pl, London SW3 3QX, United Kingdom",+442045797473,Medical clinic,4.8,
Human Fertilisation and Embryology Authority (HFEA),https://www.hfea.gov.uk/,"2nd floor, 2 Redman Pl, Stratford Cross, London E20 1JQ، United Kingdom",,Fertility clinic,2.5,
Hyperbaric Oxygen Therapy at Chelsea Bridge Clinic,http://myoxygenclinic.com/,"368 Queenstown Rd, Nine Elms, London SW11 8NN, United Kingdom",+442076222252,Medical clinic,4.5,
Hypoxi Woodford,http://www.hypoxiwls.co.uk/,"24 High Rd, London E18 2QL, United Kingdom",+442089892700,Weight loss service,4.8,
Ice Health Cryotherapy London,https://icehealth.co.uk/,"237 Kensington High St, London W8 6SA, United Kingdom",+447760460858,Health spa,4.8,
Icon Cancer Centre London,https://iconcancercentre.co.uk/,"49 Parkside, London SW19 5NB, United Kingdom",+442082473351,Cancer treatment center,5,
Imperial College Health Centre,http://www.imperialcollegehealthcentre.co.uk/,"40 Prince's Gardens, London SW7 2PD, United Kingdom",+442075846301,Medical clinic,3,
Imperial Reproductive Endocrinology,https://www.imperialreproductiveendocrinology.com/,"Sainsbury Wing, Hammersmith Hospital, Du Cane Rd, London W12 0HS, United Kingdom",+442039622213,Endocrinologist,5,
Injury Therapy Pro,http://www.injurytherapy.pro/,"25 Arlington Way, London EC1R 1UY, United Kingdom",+442078594933,Sports medicine clinic,5,
Innovative Hair Transplant Enclave,https://heston.hairtransplantuniverse.com/,"162A Heston Rd, Heston, Hounslow TW5 0QU, United Kingdom",,Surgeon,5,
Integrated Immunology Clinic,https://www.integrated-immunology.com/,"S Molton St, London W1K 5SL, United Kingdom",+442035765761,Medical Center,5,
Integura,https://www.integura.co.uk/,"7 Blyth Rd, Bromley BR1 3RS, United Kingdom",+447492185412,Medical clinic,5,
International Hair Studio,https://internationalhairstudio.com/hair-loss-consultation/,"2 Bickenhall St, London W1U 6DG, United Kingdom",+442074867077,Hair replacement service,4.5,
iNurture Health & Beauty,https://www.inurturehb.co.uk/,"32 St Augustine's Ave, London W5 1ED, United Kingdom",+447481277729,Medical clinic,5,
Invigorise | Wellness Coaching,http://www.invigorise.co.uk/,"Suite 57, 30 Red Lion St, Richmond TW9 1RB, United Kingdom",+447816502100,Weight loss service,5,
iRevive Clinic,http://www.ireviveclinic.com/,"50 Penton St, London N1 9QA, United Kingdom",+442079161214,Hair replacement service,5,
IV DRIP BOOST,https://www.ivdripboost.com/,"33 High St, Southall UB1 3HA, United Kingdom",+447713498420,Medical clinic,5,
IV Drip Lab UK (Mobile Service),https://www.driplab.uk/,"85 Charlotte St., London W1T 4PS, United Kingdom",+447380718494,Sağlıklı Yaşam Merkezi,5,
IV Drip London - Ozone Therapy,https://ivdrip.uk/,"Mayfair, 27 Hill St, London W1J 5LP, United Kingdom",+442075813877,Sağlıklı Yaşam Merkezi,4.9,
IV Drop London,https://ivdroplondon.com/,"149 Ebury St, London SW1W 9QN, United Kingdom",+447537131527,Medical clinic,,
IV Drop London,http://www.ivdroplondon.com/,"Eamont Court, London NW8 7DW، United Kingdom",+447537131527,Medical clinic,5,
IVBOOST UK,https://ivboost.uk/,"48 Wimpole St, London W1G 8SF, United Kingdom",+442030950002,Medical Center,4.9,
IVF EXPERTS,http://ivf-ivf.co.uk/,"30 St Mary Axe, London EC3A 8BF, United Kingdom",,Clinique de fertilité,,
IVF Matters,https://www.ivfmatters.co.uk/,"10 Harley St, London W1G 9PF, United Kingdom",+443339399951,Fertility clinic,4.9,
IVF Matters Fertility Clinic,http://ivfmatters.co.uk/,"LycaHealth, 1 Westferry Circus, Canary Wharf Estate, London E14 4HD, United Kingdom",+443339399951,Fertility clinic,,
IVI London - IVF Fertility Clinic UK,https://www.ivi.uk/clinics/london/,"83 Wimpole St, London W1G 9RQ, United Kingdom",+448082395675,Fertility clinic,4.3,
Ivy Centre (Homerton Sexual Health) - Appointment Only,http://www.homerton.nhs.uk/sexual-health,"Nuttall St, London N1 5LZ, United Kingdom",+442076834103,STD clinic,4.3,
Jessica Fonteneau Nutrition,http://www.jessicafonteneaunutrition.com/,"22 Gledhow Gardens, London SW5 0AZ, United Kingdom",+447745323739,Nutritionist,5,
Joel Radley Thyroid Nutritionist (functional),https://www.joelradley.com/,"1 Harley St, London W1G 9QD",,Nutritionist,5,
Joint Injection clinic,https://jointinjectionclinic.co.uk/,"Room no 8, Alliance Office Space, 2-4 Eastern Rd, Romford RM1 3PJ, United Kingdom",+441322842402,Sports medicine clinic,5,
Joint Injections,https://joint-injections.co.uk/,"88 Pulborough Rd, London SW18 5UJ, United Kingdom",+442088708761,Medical clinic,5,
Just Breathe Hyperbarics,https://www.justbreathehyperbarics.com/,"181 Priory Rd, Muswell Hill, London N8 8NB, United Kingdom",+447748086495,Hyperbaric medicine physician,4.9,
Kamileans Sports Therapy & Rehabilitation,http://www.kamileanssportstherapy.com/,"11 Woodmansterne St, Banstead SM7 3NW, United Kingdom",+447793020217,Sports medicine clinic,5,
Kamran Saha,http://www.ksaha.com/,"9 Bath St, London EC1V 9LF, United Kingdom",+442075214672,Eye care center,5,
Kane and Ross,https://www.kaneandross.co.uk/,"18 Cadogan Gardens, London SW3 2RW, United Kingdom",+442074369007,Medical clinic,5,
Kanvas Medical Bromley,http://kanvasmb.com/,"54 Chatterton Rd, Bromley BR2 9QE, United Kingdom",+447394048876,Medical clinic,5,
Karagama ENT Clinic,https://www.karagama-ent-clinic.co.uk/contact.html,"HCA Shard, 32 St Thomas St, London SE1 9BS، United Kingdom",+447876616015,Otolaryngologist,5,
KBPT Personal Training East London,https://www.kbpersonaltraining.co.uk/,"Dalston Square, Dalston Ln, London E8 3FS, United Kingdom",+447966257998,Weight loss service,4.9,
Kelly Hafner Nutrition,https://www.kellyhafnernutrition.com/,"35 Hereford Square, South Kensington, London SW7 4TR, United Kingdom",+447462764133,Nutritionist,5,
Kensington Hair Clinic,http://www.kensingtonhairclinic.com/,"36 North End Rd, London W14 0SH, United Kingdom",02072444222,Hårtransplantationsklinik,4.9,
Kensington Nutritionist,https://kensingtonnutritionist.com/,"4 Redcliffe St, London SW10 9DS, United Kingdom",,Nutritionist,,
Kent Hair Loss Clinic,http://www.hairlosstreatmentclinics.co.uk/,"Cambridge Chambers, High St, Bromley BR1 1PW, United Kingdom",02080998957,Hårtransplantationsklinik,4.9,
Kenton Clinic,https://www.kentonclinicharrow.nhs.uk/,"533A Kenton Rd, Harrow HA3 0UQ, United Kingdom",+442082042255,Medical clinic,4.3,
Kim Pearson - Nutrition & Weight Loss Clinic,http://www.kim-pearson.com/,"10 Harley St, London W1G 9PF, United Kingdom",+447380140512,Weight loss service,5,
Kind iVF Bromley,https://www.kindivf.com/clinics/bromley/,"135 Masons Hill, Bromley BR2 9HT, United Kingdom",+443330607107,Fertility clinic,3,
Kind iVF Harley Street,https://www.kindivf.com/,"113, 115 Harley St, London W1G 6AP, United Kingdom",+443330602817,Fertility clinic,,
Kind iVF Harrow,https://www.kindivf.com/clinics/harrow/,"hygeia house, 66-68 College Rd, Harrow HA1 1BE, United Kingdom",+443300295968,Fertility clinic,5,
Kind IVF London Bridge,https://www.kindivf.com/clinics/londonbridge/,"1 St Thomas St, London SE1 9RY, United Kingdom",+443003737515,Fertility clinic,3.7,
King Health Clinic Richmond,https://linktr.ee/kinghealthclinic,"6 Duke St, Richmond TW9 1HP, United Kingdom",+447405826105,Phòng khám y học Trung Quốc,5,
King's Fertility,https://www.kingsfertility.co.uk/,"First floor, The Fetal Medicine Research Institute, Windsor Walk, Denmark Hill, London SE5 8BB, United Kingdom",+442039577950,Fertility clinic,4.4,
King's Fertility,https://kingsfertility.co.uk/,"1 Westferry Circus, Canary Wharf Estate, London E14 4HD, United Kingdom",+442039848068,Bệnh viện phụ sản,2.3,
King's Fertility Harley Street,https://www.kingsfertility.co.uk/,"137 Harley St, London W1G 6BG, United Kingdom",+442039577950,Fertility clinic,,
King's Road Medical Centre,https://kingsroadgp.co.uk/,"529 King's Rd, London SW10 0UD, United Kingdom",+442073529568,Medical clinic,4.1,
Kings Private Clinics,https://kingsprivateclinics.blogspot.com/,"Alpha House, 100 Borough High St, London SE1 1LB, United Kingdom",+442074076565,Walk-in clinic,4.7,
Kings Private Clinics,https://kingsprivateclinics.blogspot.com/,"Unit 2052, 79 College Rd, Harrow HA1 1BD, United Kingdom",+442088633686,Weight loss service,4,
Kings Private Clinics,http://www.kingsweightlossclinics.co.uk/,"390-392 High Rd, Ilford IG1 1BF, United Kingdom",+442085974321,Weight loss service,4,
Kingston Health Centre,https://kingstonhealthcentre.nhs.uk/,"10 Skerne Rd, Kingston upon Thames KT2 5AD, United Kingdom",+442085494747,Medical clinic,4.8,
Kingston Natural Health Centre,http://kingstonnaturalhealth.com/,"31 Old London Rd, Kingston upon Thames KT2 6ND, United Kingdom",+442085498000,Medical clinic,3.8,
Knightsbridge Medical Centre,https://www.knightsbridgemedicalcentre.org.uk/,"75 Pavilion Rd, London SW1X 0ET, United Kingdom",+442039615260,Tıp Merkezi,3.6,
KONCEPT® Medical Clinic,https://konceptmedicalclinic.com/,"46 - 48 Wood St, Kingston upon Thames KT1 1UW, United Kingdom",+442081291011,Dermatologist,4.7,
LACK Allergy Clinic London,https://www.londonallergy.com/,"10 Duchess St, London W1G 9AB, United Kingdom",+447493280048,Allergist,4.9,
Lambert Sports Clinic,https://lambertsportsclinic.co.uk/,"1-2, Grand Parade, Ewell Rd, Tolworth, Surbiton KT6 7BE, United Kingdom",+442081335694,Sports medicine clinic,4.8,
Lambeth Walk,http://www.lambethwalkgp.co.uk/,"Wedgwood House, Lambeth Walk, London SE11 6LR, United Kingdom",+442077354412,Medical clinic,3,
"Lamis Chemist, Travel Clinic , Ear Microsuction Clinic and Weight Loss Management Clinic",http://www.earwaxservices.com/,"20, Bush Hill Parade, Village Rd, Enfield EN1 2HB, United Kingdom",+442083602212,Weight loss service,4.7,
Landmark Hair Clinic,https://landmarkclinic.com/,"39-41 Borough High St, London SE1 1LZ, United Kingdom",+442035070495,Hair transplantation clinic,5,
Lasik Eyes,http://www.lasik-eyes.co.uk/,"Imperial Works, Block C, Perren St, London NW5 3ED, United Kingdom",+442074243130,Consultant,1,
LCRH Limited,https://lcrh.co.uk/,"9 Upper Wimpole St, London W1G 6LJ, United Kingdom",+442037735311,Fertility clinic,5,
Levirgo Clinic,https://www.levirgo.com/,"6 Beauchamp Pl, London SW3 1NG, United Kingdom",+442037281234,Weight loss service,4.7,
Lifestyle Medical Clinic,https://www.lifestylemedicalclinic.co.uk/,"392 Richmond Rd, London TW1 2DY, United Kingdom",+447474794887,Medical clinic,5,
Lily Soutter Nutrition,http://www.lilysoutternutrition.com/,"5A Callow St, London SW3 6BJ, United Kingdom",+447929392166,Nutritionist,5,
LINIA Skin Clinic,https://liniaskinclinic.com/,"64 Harley St, London W1G 7HB, United Kingdom",02071005252,Dermatologist,4.8,
"Lister Fertility Clinic, part of HCA Healthcare UK",https://www.hcahealthcare.co.uk/Locations/Hospitals/The-Lister-Hospital/Lister-Fertility-Clinic,"The Lister Hospital, Chelsea Bridge Rd, London SW1W 8RH, United Kingdom",+442039938381,Fertility clinic,3.5,
Live Vitae,https://www.livevitae.com/,"First Floor, 44 Harley St, London W1G 9PS, United Kingdom",,Nutritionist,5,
London Allergy and Immunology Centre @ City Medical Centre,http://www.ukallergy.com/,"17 St Helen's Pl, London EC3A 6DG, United Kingdom",+442031433449,Allergologue,,
London Allergy and Immunology Centre Harley Street Allergy Clinic,https://allergycliniclondon.co.uk/,"1 Harley St, London W1G 9QD, United Kingdom",+442031433449,Phòng khám,4.2,
London Blood Tests,https://londonbloodtests.uk/,"43 Cheval Pl, London SW7 1EW, United Kingdom",+442034880809,Blood testing service,4.7,
London Bridge Regenerative Clinic,https://www.regenclinic.co.uk/,"Pinnacle House, 23-26 St Dunstan's Hill, London EC3R 8HN, United Kingdom",+442071398610,Phòng khám,5,
London Bridge Sports Medicine,https://lbsm.co.uk/locations/london-bridge/,"32 St Thomas St, London SE1 9BS, United Kingdom",+442072947671,Sportmedizinische Klinik,5,
London Canine Fertility Clinic Ltd,https://londoncaninefertilityclinic.co.uk/,"Myra St, London SE2 0HA, United Kingdom",+447827322935,Dog breeder,4.5,
London Cataract Centre,https://www.londoncataractcentre.co.uk/,"29a Wimpole St, London W1G 8GP, United Kingdom",+442081388988,Eye care center,4.6,
London Dermatology Clinic,https://londondermatologyclinic.com/,"20 Eastcheap, London EC3M 1DT, United Kingdom",+442071124924,Dermatolog,4.3,
London Dermatology Clinics,http://londondermatologyclinics.com/,"96 Harley St, London W1G 7HY, United Kingdom",+442070303370,Dermatolog,4,
London ENT Clinic,https://londonentclinic.com/,"51 Harley St, London W1G 8QQ, United Kingdom",+442072620297,Medical clinic,4.9,
London eye specialist,https://www.londoneyespecialist.co.uk/,"Consultant Eye Surgeon, Shirley Oak Hospital, Mr V. K. Wagh, Croydon CR9 8AB, United Kingdom",+442039850999,Eye care center,4.9,
London Fertility,http://www.london-fertility.com/,"The Portland Hospital, 212 Great Portland Street, London W1W 5QN, United Kingdom",+442071011700,Fertility clinic,,
London Fertility Clinic,http://www.london-fertility.com/,"47 Pond Rd, Blackheath, London SE3 0SE, United Kingdom",+442035383216,Fertility clinic,5,
London Fertility Clinic,https://www.londonfertility.clinic/,"14 Fitzroy Square, London W1T 6AH, United Kingdom",+447918204927,Fertility clinic,4.8,
London Fertility Clinic,https://london-fertility.co.uk/,"208 Fulham Rd., London SW10 9PJ, United Kingdom",+447578709518,Chinese medicine clinic,5,
London Fields Medical Centre,http://www.londonfieldsmedical.nhs.uk/,"38-44 Broadway Market, London E8 4QJ, United Kingdom",+442079238100,Community health center,3.5,
London Functional Clinic,http://londonfunctionalclinic.com/,"10 Harley St, London W1G 9PF, United Kingdom",+442074671510,Medical clinic,,
London Hair Loss Clinic,https://www.londonhairlossclinic.com/,"34 Devonshire St, London W1G 6PY, United Kingdom",+442076663147,Phòng khám,4.6,
London Hair Replacement - Hair Replacement Salon London,https://www.londonhairreplacement.co.uk/,"Charter House, 450 High Rd, Ilford IG1 1UF, United Kingdom",+447785627984,Hair replacement service,4.9,
London Hair Solution,https://londonhairsolution.co.uk/,"48-50 Hampton Rd, Twickenham TW2 5QB, United Kingdom",+442080952008,Hair replacement service,5,
London Hair Transplant,https://londonh.dhitransplantclinic.com/,"57 Claps Gate Ln, London E6 6LG, United Kingdom",,Medical group,,
London Hair Transplant Clinic,https://www.londonhairtransplantclinic.uk/,"Ground Floor, Aprirose House, 48A High St, Edgware HA8 7EQ, United Kingdom",+442034113112,Medical clinic,4.8,
London Holistic Health Clinic,https://businewmap.org/details/london-holistic-health-clinic-ChIJM26,"75 Waterbeach Rd, Dagenham RM9 4AA, United Kingdom",,Holistic medicine practitioner,5,
London Hormone Clinic,https://londonhormoneclinic.com/,"1, 2 Jacob's Well Mews, London W1U 3DT, United Kingdom",+442039057580,Women's health clinic,4.2,
London Hyperbaric Oxygen Chamber Treatments,https://www.londonoxygencentre.com/,"London W13 0EJ, United Kingdom",+447565295133,Cửa hàng chăm sóc sức khỏe và làm đẹp,4.9,
London Interventional Clinic,https://partner.pabau.com/online-bookings/hedox-ltd?groupCategory=0,"16 Glentworth St, London NW1 6AL, United Kingdom",+442081857273,Medical clinic,5,
London IVF and Genetics Centre,http://www.londonivfandgenetics.co.uk/,"10 Harley St, London W1G 9PF, United Kingdom",+442075800207,Fertility clinic,5,
London Lifestyle Clinic - IV Vitamin Drips,http://londonlifestyleclinic.co.uk/,"VHR, 28 Crescent W, London EN4 0EJ, United Kingdom",+442035764714,IV therapy service,4.9,
London Medical School and Aesthetics Clinic,http://www.cfmsr.org.uk/,"208 Upper Richmond Rd, London SW15 6TD, United Kingdom",+442080504353,Medical clinic,4.4,
London Nose & Sinus Clinic Medical,https://lnscm.com/,"28 Weymouth St, London W1G 7BZ, United Kingdom",+442046181462,Medical clinic,4.9,
London Obesity Centre,http://www.londonobesitycentre.com/,"120 Harley St, London W1G 7JW, United Kingdom",+442089898702,Weight loss service,,
London Regenerative Institute,https://london-regenerative.com/,"Whitehall Pl, London SW1A 2BD, United Kingdom",+447443333289,Phòng khám,4.2,
London Screening Centre,http://londonscreeningcentre.com/,"66 Harley St, London W1G 7HD, United Kingdom",+442031982298,Medical Center,,
London Shock Wave and Sports Injury Clinic,http://shock-wave-therapy-london.co.uk/,"3, 1-2 St Andrews Cl, London SW19 8NJ, United Kingdom",02085403389,Sporttraumatológiai klinika,4.7,
London Skin Clinic,https://www.londonskinclinic.london/,"101 Harley St, London W1G 6AH, United Kingdom",02039166200,Medical centre,5,
London Slimming Clinic,https://www.londonslimmingclinic.co.uk/,"The Vintry, 53 Redbridge Ln E, London IG4 5EY, United Kingdom",+442080045325,Weight loss service,4.2,
London Vision Clinic,https://www.londonvisionclinic.com/,"138 Harley St, London W1G 7LA, United Kingdom",+442072241005,Lasik surgeon,4.9,
London Wart Clinic,https://londonwartclinic.co.uk/,"First Floor, Wart Clinic, Warwick House, 65-66 Queen St Pl, London EC4R 1EB, United Kingdom",+442080501508,Dermatolog,5,
London Women's Clinic Bromley,https://www.londonwomensclinic.com/clinics/bromley/,"135 Masons Hill, Bromley BR2 9HT, United Kingdom",+442075634309,Fertility clinic,4.8,
London Women's Clinic Harley Street,https://www.londonwomensclinic.com/clinics/harley-street/,"113-115 Harley St, London W1G 6AP, United Kingdom",+442075634309,Fertility clinic,4,
London Women's Clinic London Bridge,https://www.londonwomensclinic.com/clinics/london-bridge/,"1 St Thomas St, London SE1 9RY, United Kingdom",+442075634309,Fertility clinic,4.5,
